id,area_unit,bathrooms,bedrooms,home_size,home_type,last_sold_date,last_sold_price,link,price,property_size,rent_price,rentzestimate_amount,rentzestimate_last_updated,tax_value,tax_year,year_built,zestimate_amount,zestimate_last_updated,address,city,state,zipcode
19866015,SqFt,2.0,4,1372.0,SingleFamily,,,https://www.zillow.com/homedetails/7417-Quimby-Ave-West-Hills-CA-91307/19866015_zpid/,739000.0,10611.0,,2850.0,2018-08-07,215083.0,2017,1956,709630.0,2018-08-07,7417 Quimby Ave,West Hills,CA,91307
19868265,SqFt,2.5,4,1490.0,SingleFamily,2017-12-18,720000.0,https://www.zillow.com/homedetails/7001-Vicky-Ave-West-Hills-CA-91307/19868265_zpid/,720000.0,7557.0,,3000.0,2018-08-07,535000.0,2017,1958,703598.0,2018-08-07,7001 Vicky Ave,West Hills,CA,91307
19869279,SqFt,2.0,4,1448.0,SingleFamily,2018-04-05,715000.0,https://www.zillow.com/homedetails/6934-Melba-Ave-West-Hills-CA-91307/19869279_zpid/,715000.0,7222.0,,2800.0,2018-08-07,178484.0,2017,1957,711460.0,2018-08-07,6934 Melba Ave,West Hills,CA,91307
19871789,SqFt,3.0,4,1800.0,SingleFamily,2017-10-11,1200000.0,https://www.zillow.com/homedetails/7143-Pomelo-Dr-West-Hills-CA-91307/19871789_zpid/,1200000.0,12196.0,,3200.0,2018-08-07,451808.0,2017,1964,782165.0,2018-08-07,7143 Pomelo Dr,West Hills,CA,91307
19873548,SqFt,2.0,4,1404.0,SingleFamily,2018-05-31,739000.0,https://www.zillow.com/homedetails/23900-Mobile-St-West-Hills-CA-91307/19873548_zpid/,739000.0,7502.0,,2900.0,2018-08-07,66913.0,2017,1960,695537.0,2018-08-07,23900 Mobile St,West Hills,CA,91307
19875214,SqFt,4.0,4,1150.0,SingleFamily,2017-10-26,800000.0,https://www.zillow.com/homedetails/23513-Friar-St-Woodland-Hills-CA-91367/19875214_zpid/,800000.0,6847.0,,2950.0,2018-08-07,488000.0,2017,1959,747009.0,2018-08-07,23513 Friar St,Woodland Hills,CA,91367
19875805,SqFt,2.0,4,1361.0,SingleFamily,2018-06-07,728000.0,https://www.zillow.com/homedetails/23251-Hamlin-St-West-Hills-CA-91307/19875805_zpid/,728000.0,6969.0,,2825.0,2018-08-07,645000.0,2017,1957,723919.0,2018-08-07,23251 Hamlin St,West Hills,CA,91307
19875852,SqFt,2.0,4,1354.0,SingleFamily,2017-09-07,720000.0,https://www.zillow.com/homedetails/23284-Mobile-St-West-Hills-CA-91307/19875852_zpid/,720000.0,7623.0,,2850.0,2018-08-07,71621.0,2017,1957,656661.0,2018-08-07,23284 Mobile St,West Hills,CA,91307
19876588,SqFt,2.0,4,1354.0,SingleFamily,2018-02-23,707000.0,https://www.zillow.com/homedetails/6617-Dannyboyar-Ave-West-Hills-CA-91307/19876588_zpid/,707000.0,7213.0,,2795.0,2018-08-07,72410.0,2017,1957,720173.0,2018-08-07,6617 Dannyboyar Ave,West Hills,CA,91307
19879550,SqFt,2.0,4,1611.0,SingleFamily,2015-06-16,706000.0,https://www.zillow.com/homedetails/22848-Ostronic-Dr-Woodland-Hills-CA-91367/19879550_zpid/,1930000.0,12240.0,,3395.0,2018-08-07,731099.0,2017,1950,1528978.0,2018-08-07,22848 Ostronic Dr,Woodland Hills,CA,91367
19880101,SqFt,2.0,4,1928.0,SingleFamily,2017-12-19,1275000.0,https://www.zillow.com/homedetails/23262-Gonzales-Dr-Woodland-Hills-CA-91367/19880101_zpid/,1270000.0,19544.0,,3500.0,2018-08-07,94799.0,2017,1953,723729.0,2018-08-07,23262 Gonzales Dr,Woodland Hills,CA,91367
19881445,SqFt,3.0,4,2.0,SingleFamily,2017-01-26,810000.0,https://www.zillow.com/homedetails/23711-Clarendon-St-Woodland-Hills-CA-91367/19881445_zpid/,810000.0,10890.0,,3600.0,2018-08-07,790000.0,2017,1962,953824.0,2018-08-07,23711 Clarendon St,Woodland Hills,CA,91367
19882639,SqFt,4.0,4,3000.0,SingleFamily,2017-02-02,2076500.0,https://www.zillow.com/homedetails/5949-Clear-Valley-Rd-Hidden-Hills-CA-91302/19882639_zpid/,2080000.0,43995.0,,8999.0,2018-08-07,1838109.0,2017,1955,2366597.0,2018-08-07,5949 Clear Valley Rd,Hidden Hills,CA,91302
19882694,SqFt,5.0,5,4100.0,SingleFamily,2017-03-30,2796000.0,https://www.zillow.com/homedetails/6051-Spring-Valley-Rd-Hidden-Hills-CA-91302/19882694_zpid/,2800000.0,164221.0,,9735.0,2018-08-07,1515162.0,2017,1954,,1970-01-01,6051 Spring Valley Rd,Hidden Hills,CA,91302
19882716,SqFt,8.0,5,4490.0,SingleFamily,2002-07-10,961000.0,https://www.zillow.com/homedetails/5873-Fitzpatrick-Rd-Hidden-Hills-CA-91302/19882716_zpid/,2800000.0,42932.0,,10077.0,2018-08-07,1423403.0,2017,1962,3229805.0,2018-08-07,5873 Fitzpatrick Rd,Hidden Hills,CA,91302
19882718,SqFt,4.0,5,3361.0,SingleFamily,2017-09-15,2370000.0,https://www.zillow.com/homedetails/5885-Fitzpatrick-Rd-Hidden-Hills-CA-91302/19882718_zpid/,2370000.0,47916.0,,8900.0,2018-08-07,1431672.0,2017,1962,2677690.0,2018-08-07,5885 Fitzpatrick Rd,Hidden Hills,CA,91302
19882743,SqFt,4.0,6,4021.0,SingleFamily,2016-12-14,2725000.0,https://www.zillow.com/homedetails/5303-Round-Meadow-Rd-Hidden-Hills-CA-91302/19882743_zpid/,2730000.0,66924.0,,9493.0,2018-08-07,2725000.0,2017,1955,3100504.0,2018-08-07,5303 Round Meadow Rd,Hidden Hills,CA,91302
19882762,SqFt,4.0,4,3004.0,SingleFamily,2017-08-03,2625000.0,https://www.zillow.com/homedetails/24645-Wingfield-Rd-Hidden-Hills-CA-91302/19882762_zpid/,2620000.0,44744.0,,9219.0,2018-08-07,521632.0,2017,1952,2823690.0,2018-08-07,24645 Wingfield Rd,Hidden Hills,CA,91302
19882763,SqFt,2.0,4,2263.0,SingleFamily,2018-03-28,2575000.0,https://www.zillow.com/homedetails/24629-Wingfield-Rd-Hidden-Hills-CA-91302/19882763_zpid/,2580000.0,43043.0,,10000.0,2018-08-07,2034729.0,2017,1960,2617942.0,2018-08-07,24629 Wingfield Rd,Hidden Hills,CA,91302
19882780,SqFt,4.0,5,3443.0,SingleFamily,2018-04-30,2900000.0,https://www.zillow.com/homedetails/5686-Round-Meadow-Rd-Hidden-Hills-CA-91302/19882780_zpid/,2900000.0,72091.0,,9480.0,2018-08-07,1154337.0,2017,1955,2943629.0,2018-08-07,5686 Round Meadow Rd,Hidden Hills,CA,91302
19882794,SqFt,4.0,4,3026.0,SingleFamily,2017-06-28,2400000.0,https://www.zillow.com/homedetails/24400-Little-Valley-Rd-Hidden-Hills-CA-91302/19882794_zpid/,2400000.0,76040.0,,8824.0,2018-08-07,224304.0,2017,1956,2665378.0,2018-08-07,24400 Little Valley Rd,Hidden Hills,CA,91302
19882797,SqFt,4.0,4,2236.0,SingleFamily,2018-07-03,2499000.0,https://www.zillow.com/homedetails/5808-Hilltop-Rd-Hidden-Hills-CA-91302/19882797_zpid/,2500000.0,46752.0,,8999.0,2018-08-07,1683000.0,2017,1957,2509847.0,2018-08-07,5808 Hilltop Rd,Hidden Hills,CA,91302
19882814,SqFt,3.0,4,2637.0,SingleFamily,2018-06-07,2200000.0,https://www.zillow.com/homedetails/24140-Lupin-Hill-Rd-Hidden-Hills-CA-91302/19882814_zpid/,2200000.0,68810.0,,7633.0,2018-08-07,198107.0,2017,1963,2240522.0,2018-08-07,24140 Lupin Hill Rd,Hidden Hills,CA,91302
19882827,SqFt,4.0,4,4343.0,SingleFamily,2017-02-07,2900000.0,https://www.zillow.com/homedetails/5625-Penland-Rd-Hidden-Hills-CA-91302/19882827_zpid/,2900000.0,79279.0,,10195.0,2018-08-07,703575.0,2017,1976,3283281.0,2018-08-07,5625 Penland Rd,Hidden Hills,CA,91302
19882839,SqFt,6.0,6,5157.0,SingleFamily,2016-06-14,2832000.0,https://www.zillow.com/homedetails/24350-Long-Valley-Rd-Hidden-Hills-CA-91302/19882839_zpid/,2830000.0,50094.0,,12421.0,2018-08-07,2888640.0,2017,1985,3359785.0,2018-08-07,24350 Long Valley Rd,Hidden Hills,CA,91302
19882972,SqFt,4.0,5,3073.0,SingleFamily,2018-03-21,2060000.0,https://www.zillow.com/homedetails/24563-John-Colter-Rd-Hidden-Hills-CA-91302/19882972_zpid/,12000.0,53665.0,,8999.0,2018-08-07,1661374.0,2017,1981,2149541.0,2018-08-07,24563 John Colter Rd,Hidden Hills,CA,91302
19882992,SqFt,4.0,4,3102.0,SingleFamily,2018-01-08,2700000.0,https://www.zillow.com/homedetails/5621-Hoback-Glen-Rd-Hidden-Hills-CA-91302/19882992_zpid/,2700000.0,77101.0,,9262.0,2018-08-07,575717.0,2017,1969,2801130.0,2018-08-07,5621 Hoback Glen Rd,Hidden Hills,CA,91302
19883013,SqFt,6.0,5,4900.0,SingleFamily,2014-07-17,2293000.0,https://www.zillow.com/homedetails/5460-Round-Meadow-Rd-Hidden-Hills-CA-91302/19883013_zpid/,2730000.0,47462.0,,12068.0,2018-08-07,2374526.0,2017,1957,3010164.0,2018-08-07,5460 Round Meadow Rd,Hidden Hills,CA,91302
19883021,SqFt,4.0,4,4201.0,SingleFamily,2018-04-06,2850000.0,https://www.zillow.com/homedetails/5505-Hoback-Glen-Rd-Hidden-Hills-CA-91302/19883021_zpid/,2850000.0,61855.0,,9775.0,2018-08-07,552730.0,2017,1962,2941044.0,2018-08-07,5505 Hoback Glen Rd,Hidden Hills,CA,91302
19883127,SqFt,6.0,5,5360.0,SingleFamily,2016-11-09,2900000.0,https://www.zillow.com/homedetails/24350-Bridle-Trail-Rd-Hidden-Hills-CA-91302/19883127_zpid/,2900000.0,43560.0,,10949.0,2018-08-07,2900000.0,2017,1981,3500641.0,2018-08-07,24350 Bridle Trail Rd,Hidden Hills,CA,91302
19883200,SqFt,6.0,5,6180.0,SingleFamily,2016-06-09,2790000.0,https://www.zillow.com/homedetails/24975-Eldorado-Meadow-Rd-Hidden-Hills-CA-91302/19883200_zpid/,2790000.0,44648.0,,11936.0,2018-08-07,2845800.0,2017,1990,3417658.0,2018-08-07,24975 Eldorado Meadow Rd,Hidden Hills,CA,91302
19896636,SqFt,7.5,6,7231.0,SingleFamily,2017-12-21,2725000.0,https://www.zillow.com/homedetails/4218-Vicasa-Dr-Calabasas-CA-91302/19896636_zpid/,2730000.0,54663.0,,11500.0,2018-08-07,1527684.0,2017,1997,2889180.0,2018-08-07,4218 Vicasa Dr,Calabasas,CA,91302
19897834,SqFt,6.0,5,5298.0,SingleFamily,2011-10-21,1825000.0,https://www.zillow.com/homedetails/24915-Palmilla-Dr-Calabasas-CA-91302/19897834_zpid/,2650000.0,11678.0,,10500.0,2018-08-07,1975122.0,2017,1989,2634692.0,2018-08-07,24915 Palmilla Dr,Calabasas,CA,91302
19897914,SqFt,5.0,5,5324.0,SingleFamily,2015-08-12,2267500.0,https://www.zillow.com/homedetails/24903-Bella-Vista-Dr-Calabasas-CA-91302/19897914_zpid/,15000.0,12283.0,,10000.0,2018-08-07,2312850.0,2017,1991,2820065.0,2018-08-07,24903 Bella Vista Dr,Calabasas,CA,91302
19901264,SqFt,4.0,5,4206.0,SingleFamily,2016-09-01,2200000.0,https://www.zillow.com/homedetails/22924-Blue-Bird-Dr-Calabasas-CA-91302/19901264_zpid/,2200000.0,87000.0,,7882.0,2018-08-07,1929000.0,2017,1958,1883844.0,2018-08-07,22924 Blue Bird Dr,Calabasas,CA,91302
19910720,SqFt,2.0,4,1459.0,SingleFamily,2018-07-20,710000.0,https://www.zillow.com/homedetails/7711-Owensmouth-Ave-Canoga-Park-CA-91304/19910720_zpid/,710000.0,11199.0,,3000.0,2018-08-07,540600.0,2017,1954,644841.0,2018-08-07,7711 Owensmouth Ave,Canoga Park,CA,91304
19918490,SqFt,3.0,4,1457.0,SingleFamily,2018-03-21,795000.0,https://www.zillow.com/homedetails/6218-Balcom-Ave-Encino-CA-91316/19918490_zpid/,795000.0,6246.0,,3495.0,2018-08-07,693000.0,2017,1951,814908.0,2018-08-07,6218 Balcom Ave,Encino,CA,91316
19924684,SqFt,2.0,4,1584.0,SingleFamily,2016-09-02,619000.0,https://www.zillow.com/homedetails/19609-Friar-St-Tarzana-CA-91335/19924684_zpid/,5000.0,1955.0,,3100.0,2018-08-07,619000.0,2017,1956,668410.0,2018-08-07,19609 Friar St,Tarzana,CA,91335
19925304,SqFt,3.0,4,1479.0,SingleFamily,2018-06-08,750000.0,https://www.zillow.com/homedetails/6407-Oakdale-Ave-Woodland-Hills-CA-91367/19925304_zpid/,750000.0,7511.0,,3000.0,2018-08-07,529455.0,2017,1954,669384.0,2018-08-07,6407 Oakdale Ave,Woodland Hills,CA,91367
19925376,SqFt,2.0,4,1442.0,SingleFamily,2018-06-11,725000.0,https://www.zillow.com/homedetails/6445-Jumilla-Ave-Woodland-Hills-CA-91367/19925376_zpid/,725000.0,7562.0,,3000.0,2018-08-07,565088.0,2017,1954,645869.0,2018-08-07,6445 Jumilla Ave,Woodland Hills,CA,91367
19928107,SqFt,3.0,4,1832.0,SingleFamily,2018-03-15,615000.0,https://www.zillow.com/homedetails/22335-Kittridge-St-Woodland-Hills-CA-91303/19928107_zpid/,6900.0,7553.0,,3000.0,2018-08-07,447996.0,2017,1958,655341.0,2018-08-07,22335 Kittridge St,Woodland Hills,CA,91303
19932706,SqFt,3.0,4,,SingleFamily,2005-12-09,899000.0,https://www.zillow.com/homedetails/6050-Corbin-Ave-Tarzana-CA-91356/19932706_zpid/,1300000.0,,,4750.0,2018-08-07,994000.0,2017,,1260015.0,2018-08-07,6050 Corbin Ave,Tarzana,CA,91356
19932844,SqFt,2.0,4,1739.0,SingleFamily,2016-06-10,1075000.0,https://www.zillow.com/homedetails/6007-Calvin-Ave-Tarzana-CA-91356/19932844_zpid/,1070000.0,22651.0,,3595.0,2018-08-07,1096500.0,2017,1941,936534.0,2018-08-07,6007 Calvin Ave,Tarzana,CA,91356
19936817,SqFt,3.0,4,1073.0,SingleFamily,1990-07-24,195000.0,https://www.zillow.com/homedetails/5856-Alonzo-Ave-Encino-CA-91316/19936817_zpid/,845000.0,6708.0,,2800.0,2018-08-07,336727.0,2017,1949,825550.0,2018-08-07,5856 Alonzo Ave,Encino,CA,91316
19936934,SqFt,3.1,4,806.0,SingleFamily,2017-06-30,950000.0,https://www.zillow.com/homedetails/5958-Yarmouth-Ave-Encino-CA-91316/19936934_zpid/,950000.0,5701.0,,2600.0,2018-08-07,530000.0,2017,1949,787176.0,2018-08-07,5958 Yarmouth Ave,Encino,CA,91316
19937413,SqFt,8.0,7,7200.0,SingleFamily,2017-05-31,2753750.0,https://www.zillow.com/homedetails/5450-Topeka-Dr-Tarzana-CA-91356/19937413_zpid/,2750000.0,17517.0,,10878.0,2018-08-07,1211194.0,2017,1910,3012573.0,2018-08-07,5450 Topeka Dr,Tarzana,CA,91356
19937530,SqFt,2.0,4,1553.0,SingleFamily,2015-09-23,1062000.0,https://www.zillow.com/homedetails/5430-Geyser-Ave-Tarzana-CA-91356/19937530_zpid/,1060000.0,5997.0,,4476.0,2018-08-07,87390.0,2017,1950,849949.0,2018-08-07,5430 Geyser Ave,Tarzana,CA,91356
19937901,SqFt,6.75,5,5300.0,SingleFamily,2018-04-24,2750000.0,https://www.zillow.com/homedetails/5201-Veloz-Ave-Tarzana-CA-91356/19937901_zpid/,2750000.0,17127.0,,8574.0,2018-08-07,989400.0,2017,2017,3114202.0,2018-08-07,5201 Veloz Ave,Tarzana,CA,91356
19940308,SqFt,7.0,6,5600.0,SingleFamily,2016-05-27,2610000.0,https://www.zillow.com/homedetails/19425-Shirley-Ct-Tarzana-CA-91356/19940308_zpid/,2610000.0,22234.0,,10561.0,2018-08-07,2662200.0,2017,2015,3067589.0,2018-08-07,19425 Shirley Ct,Tarzana,CA,91356
19940404,SqFt,,4,3870.0,VacantResidentialLand,2017-07-17,1400000.0,https://www.zillow.com/homedetails/5371-Vanalden-Ave-Tarzana-CA-91356/19940404_zpid/,2800000.0,33750.0,,6850.0,2018-08-07,1201000.0,2017,1959,,1970-01-01,5371 Vanalden Ave,Tarzana,CA,91356
19940664,SqFt,5.5,5,6253.0,SingleFamily,2015-08-28,2683000.0,https://www.zillow.com/homedetails/5131-Topeka-Dr-Tarzana-CA-91356/19940664_zpid/,2680000.0,19466.0,,11650.0,2018-08-07,2736660.0,2017,2015,3327572.0,2018-08-07,5131 Topeka Dr,Tarzana,CA,91356
19940700,SqFt,5.0,5,4310.0,SingleFamily,2016-07-15,2405000.0,https://www.zillow.com/homedetails/19822-Santa-Rita-St-Woodland-Hills-CA-91364/19940700_zpid/,2400000.0,16814.0,,8288.0,2018-08-07,2405000.0,2017,1966,2798607.0,2018-08-07,19822 Santa Rita St,Woodland Hills,CA,91364
19940891,SqFt,6.0,5,7123.0,SingleFamily,2004-07-16,2025000.0,https://www.zillow.com/homedetails/19546-Redwing-St-Tarzana-CA-91356/19940891_zpid/,2770000.0,25953.0,,12995.0,2018-08-07,2212000.0,2017,1990,2878103.0,2018-08-07,19546 Redwing St,Tarzana,CA,91356
