zillow_id,area_unit,bathrooms,bedrooms,home_size,home_type,last_sold_date,last_sold_price,link,price,property_size,rent_price,rentzestimate_amount,rentzestimate_last_updated,tax_value,tax_year,year_built,zestimate_amount,zestimate_last_updated,address,city,state,zipcode
19866015,SqFt,2.0,4,1372.0,SingleFamily,,,https://www.zillow.com/homedetails/7417-Quimby-Ave-West-Hills-CA-91307/19866015_zpid/,739000.0,10611.0,,2850.0,08/07/2018,215083.0,2017,1956.0,709630.0,08/07/2018,7417 Quimby Ave,West Hills,CA,91307
19868265,SqFt,2.5,4,1490.0,SingleFamily,12/18/2017,720000.0,https://www.zillow.com/homedetails/7001-Vicky-Ave-West-Hills-CA-91307/19868265_zpid/,720000.0,7557.0,,3000.0,08/07/2018,535000.0,2017,1958.0,703598.0,08/07/2018,7001 Vicky Ave,West Hills,CA,91307
19869279,SqFt,2.0,4,1448.0,SingleFamily,04/05/2018,715000.0,https://www.zillow.com/homedetails/6934-Melba-Ave-West-Hills-CA-91307/19869279_zpid/,715000.0,7222.0,,2800.0,08/07/2018,178484.0,2017,1957.0,711460.0,08/07/2018,6934 Melba Ave,West Hills,CA,91307
19871789,SqFt,3.0,4,1800.0,SingleFamily,10/11/2017,1200000.0,https://www.zillow.com/homedetails/7143-Pomelo-Dr-West-Hills-CA-91307/19871789_zpid/,1200000.0,12196.0,,3200.0,08/07/2018,451808.0,2017,1964.0,782165.0,08/07/2018,7143 Pomelo Dr,West Hills,CA,91307
19873548,SqFt,2.0,4,1404.0,SingleFamily,05/31/2018,739000.0,https://www.zillow.com/homedetails/23900-Mobile-St-West-Hills-CA-91307/19873548_zpid/,739000.0,7502.0,,2900.0,08/07/2018,66913.0,2017,1960.0,695537.0,08/07/2018,23900 Mobile St,West Hills,CA,91307
19875214,SqFt,4.0,4,1150.0,SingleFamily,10/26/2017,800000.0,https://www.zillow.com/homedetails/23513-Friar-St-Woodland-Hills-CA-91367/19875214_zpid/,800000.0,6847.0,,2950.0,08/07/2018,488000.0,2017,1959.0,747009.0,08/07/2018,23513 Friar St,Woodland Hills,CA,91367
19875805,SqFt,2.0,4,1361.0,SingleFamily,06/07/2018,728000.0,https://www.zillow.com/homedetails/23251-Hamlin-St-West-Hills-CA-91307/19875805_zpid/,728000.0,6969.0,,2825.0,08/07/2018,645000.0,2017,1957.0,723919.0,08/07/2018,23251 Hamlin St,West Hills,CA,91307
19875852,SqFt,2.0,4,1354.0,SingleFamily,09/07/2017,720000.0,https://www.zillow.com/homedetails/23284-Mobile-St-West-Hills-CA-91307/19875852_zpid/,720000.0,7623.0,,2850.0,08/07/2018,71621.0,2017,1957.0,656661.0,08/07/2018,23284 Mobile St,West Hills,CA,91307
19876588,SqFt,2.0,4,1354.0,SingleFamily,02/23/2018,707000.0,https://www.zillow.com/homedetails/6617-Dannyboyar-Ave-West-Hills-CA-91307/19876588_zpid/,707000.0,7213.0,,2795.0,08/07/2018,72410.0,2017,1957.0,720173.0,08/07/2018,6617 Dannyboyar Ave,West Hills,CA,91307
19879550,SqFt,2.0,4,1611.0,SingleFamily,06/16/2015,706000.0,https://www.zillow.com/homedetails/22848-Ostronic-Dr-Woodland-Hills-CA-91367/19879550_zpid/,1930000.0,12240.0,,3395.0,08/07/2018,731099.0,2017,1950.0,1528978.0,08/07/2018,22848 Ostronic Dr,Woodland Hills,CA,91367
